,id,enabled,channels,name,address,postcode,country_id,country_name,country_iso,latitude,longitude,phone,email,url,opening_times,images,tags
20,17268,True,[1],Affordable Bedding,"996 Patton Ave, Asheville, Buncombe County",28806,226,United States,US,35.586435,-82.590704,(828) 254-5555,,,[],[],"['Mattresses', 'Pillows', 'Protectors']"
21,17222,True,[1],Affordable Furniture,"75 Stockwell Dr, Avon, Norfolk County",2322,226,United States,US,42.131994,-71.0685259,(508) 584-1514,,,[],[],[]
22,17070,True,[1],AK Nahas Furniture Galleries,"1108 Midland Beaver Rd, Industry, Beaver County",15052,226,United States,US,40.6556105,-80.3804885,(724) 643-4400,,,[],[],"['Adjustable Bases', 'Mattresses', 'Protectors']"
23,16090,True,[1],Alamosa Home and Mattress,"630 Main St, Alamosa, Alamosa County",81101,226,United States,US,37.4680685,-105.866926,,,,[],[],"['Bedding', 'Furniture', 'Pillows', 'Protectors']"
24,17074,True,[1],ALL AMERICAN MATTRESS,"208 Louisiana 30 W, Gonzales, Ascension Parish",70737,226,United States,US,30.2112579,-90.9217029,(225) 450-3365,,,[],[],"['Adjustable Bases', 'Mattresses', 'Pillows', 'Protectors']"
25,17064,True,[1],All American Mattress - LA,"5647 Main St, Zachary, East Baton Rouge Parish",70791,226,United States,US,30.649594,-91.1443752,(225) 450-3365,,,[],[],"['Adjustable Bases', 'Mattresses', 'Pillows', 'Protectors']"
26,17515,True,[1],All N One Furniture,"504 S Main St, Yreka, Siskiyou County",96097,226,United States,US,41.7284469,-122.6365166,(530) 842-4556,,,[],[],['Mattresses']
27,17142,True,[1],American factory Direct Furniture,"9064 County Farm Rd, Long Beach, Harrison County",39560,226,United States,US,30.4153409,-89.1888249,(228) 452-5950,,,[],[],"['Pillows', 'Protectors']"
28,17141,True,[1],American Factory Direct Furniture,"6611 Ambassador Caffery Pkwy, Broussard, Lafayette Parish",70518,226,United States,US,30.1355706,-91.9863688,(337) 516-1600,,,[],[],"['Pillows', 'Protectors']"
29,17140,True,[1],American Factory Direct Furniture,"9555 Airline Hwy, Baton Rouge, East Baton Rouge Parish",70815,226,United States,US,30.4364248,-91.082788,(225) 767-7303,,,[],[],"['Pillows', 'Protectors']"
30,17143,True,[1],American Factory Direct Furniture,"68490 Hwy 59, Mandeville, St Tammany Parish",70471,226,United States,US,30.3938789,-90.0724824,(985) 871-1120,,,[],[],"['Pillows', 'Protectors']"
31,17139,True,[1],American Factory Direct Furniture,"218 New Camellia Blvd, Covington, St Tammany Parish",70433,226,United States,US,30.4539273,-90.168593,(985) 871-0312,,,[],[],"['Pillows', 'Protectors']"
32,15907,True,[1],American Furniture Warehouse,"9410 Wadsworth Pkwy, Westminster, Jefferson County",80021,226,United States,US,39.8686908,-105.0868292,,,,[],[],['Pillows']
33,15947,True,[1],American Furniture Warehouse,"500 Pin Oak Rd, Katy, Fort Bend County",77494,226,United States,US,29.7803649,-95.818962,,,,[],[],['Pillows']
34,15943,True,[1],American Furniture Warehouse,"21501 Gulf Fwy, Webster, Harris County",77598,226,United States,US,29.5164051,-95.1195449,(303) 799-9044,,,[],[],['Pillows']
35,15949,True,[1],American Furniture Warehouse,"5390 S Wadsworth Blvd, Lakewood, Jefferson County",80123,226,United States,US,39.6195207,-105.0877664,,,,[],[],['Pillows']
36,15913,True,[1],American Furniture Warehouse,"8501 Grant St, Thornton, Adams County",80229,226,United States,US,39.8513569,-104.9834267,,,,[],[],['Pillows']
37,15909,True,[1],American Furniture Warehouse,"2805 N Chestnut St, Colorado Springs, El Paso County",80907,226,United States,US,38.871991,-104.8350359,,,,[],[],['Pillows']
38,15948,True,[1],American Furniture Warehouse,"1700 S Abilene St, Aurora, Arapahoe County",80012,226,United States,US,39.6855709,-104.8266744,,,,[],[],['Pillows']
39,15912,True,[1],American Furniture Warehouse,"4711 Dillon Dr, Pueblo, Pueblo County",81008,226,United States,US,38.3218267,-104.6136024,,,,[],[],['Pillows']
40,15944,True,[1],American Furniture Warehouse,"4700 S Power Rd, Gilbert, Maricopa County",85296,226,United States,US,33.3305372,-111.6898012,,,,[],[],['Pillows']
41,15915,True,[1],American Furniture Warehouse,"625 Frontage Rd, Fort Collins, Larimer County",80524,226,United States,US,40.5792471,-105.0040587,,,,[],[],[]
42,15910,True,[1],American Furniture Warehouse,"10550 Jake Jabs Blvd, Firestone, Weld County",80504,226,United States,US,40.1549148,-104.9749908,,,,[],[],['Pillows']
43,15945,True,[1],American Furniture Warehouse,"5801 N 99th Ave, Glendale, Maricopa County",85305,226,United States,US,33.5198747,-112.2705367,,,,[],[],['Pillows']
44,15908,True,[1],American Furniture Warehouse,"2570 American Way, Grand Junction, Mesa County",81501,226,United States,US,39.0761999,-108.5788374,,,,[],[],['Pillows']
45,15911,True,[1],American Furniture Warehouse,"8820 American Way, Englewood, Douglas County",80112,226,United States,US,39.5590446,-104.8246681,,,,[],[],['Pillows']
46,16779,True,[1],American Mattress,"4075 W 11th Ave, Eugene, Lane County",97402,226,United States,US,44.048853,-123.1575281,(541) 343-2690,,,[],[],"['Bedding', 'Furniture', 'Protectors']"
47,17081,True,[1],American Mattress Outlet - LA,"2200 N 7th St,suite a, West Monroe, Ouachita Parish",71291,226,United States,US,32.51983,-92.147398,(318) 366-5565,,,[],[],"['Adjustable Bases', 'Bedding', 'Mattresses', 'Pillows', 'Protectors']"
48,17405,True,[1],America's Discount Furniture,"2520 Dominic Dr,110, Chico, Butte County",95928,226,United States,US,39.7140073,-121.788602,(530) 342-6200,,,[],[],[]
49,16110,True,[1],America's Mattress,"5312 Pan American Fwy NE, Albuquerque, Bernalillo County",87109,226,United States,US,35.142486,-106.591774,(505) 884-0153,,,[],[],['Premier']
50,16114,True,[1],America's Mattress,"1620 Alameda Blvd NW, Albuquerque, Bernalillo County",87114,226,United States,US,35.2022261,-106.6466997,(505) 886-1948,,,[],[],['Premier']
51,16069,True,[1],America's Mattress,"5312 Pan American Fwy NE, Albuquerque, Bernalillo County",87109,226,United States,US,35.142486,-106.591774,(505) 884-0153,,,[],[],['Premier']
52,16078,True,[1],America's Mattress,"2531 Rimrock Ave, Grand Junction, Mesa County",81505,226,United States,US,39.077309,-108.583728,,,,[],[],"['Furniture', 'Pillows', 'Premier']"
53,16077,True,[1],America's Mattress,"4330 Centerplace Dr,Suite 624, Greeley, Weld County",80634,226,United States,US,40.3943286,-104.7474452,,,,[],[],"['Adjustable Bases', 'Bedding', 'Furniture', 'Mattresses', 'Pillows', 'Premier', 'Protectors', 'Toppers']"
54,16073,True,[1],America's Mattress,"1620 Alameda Blvd NW, Albuquerque, Bernalillo County",87114,226,United States,US,35.2022261,-106.6466997,(505) 886-1948,,,[],[],['Premier']
55,16072,True,[1],America's Mattress,"7800 Carr Way NE, Rio Rancho, Sandoval County",87144,226,United States,US,35.3252952,-106.5744743,(505) 886-1912,,,[],[],['Premier']
56,16125,True,[1],America's Mattress,"1100 AZ-260, Cottonwood, Yavapai County",86326,226,United States,US,34.7184819,-112.0039218,,,,[],[],"['Bedding', 'Furniture', 'Pillows', 'Protectors', 'Toppers']"
57,16115,True,[1],America's Mattress,"6501 Menaul Blvd NE, Albuquerque, Bernalillo County",87110,226,United States,US,35.1094653,-106.5718767,(505) 738-0051,,,[],[],['Premier']
58,16070,True,[1],America's Mattress,"3636 Menaul Blvd NE, Albuquerque, Bernalillo County",87110,226,United States,US,35.1089796,-106.6023762,(505) 373-2678,,,[],[],['Premier']
59,16118,True,[1],America's Mattress,"2531 Rimrock Ave, Grand Junction, Mesa County",81505,226,United States,US,39.077309,-108.583728,,,,[],[],"['Furniture', 'Pillows', 'Premier']"
60,16117,True,[1],America's Mattress,"4330 Centerplace Dr,Suite 624, Greeley, Weld County",80634,226,United States,US,40.3943286,-104.7474452,,,,[],[],"['Adjustable Bases', 'Bedding', 'Furniture', 'Mattresses', 'Pillows', 'Premier', 'Protectors', 'Toppers']"
61,16113,True,[1],America's Mattress,"7800 Carr Way NE, Rio Rancho, Sandoval County",87144,226,United States,US,35.3252952,-106.5744743,(505) 886-1912,,,[],[],['Premier']
62,16112,True,[1],America's Mattress,"9411 Coors Blvd NW, Albuquerque, Bernalillo County",87114,226,United States,US,35.18719,-106.6625513,(505) 886-1913,,,[],[],['Premier']
63,16116,True,[1],America's Mattress,"2716 S College Ave,Suite A, Fort Collins, Larimer County",80525,226,United States,US,40.5496898,-105.0763851,,,,[],[],"['Adjustable Bases', 'Bedding', 'Furniture', 'Mattresses', 'Pillows', 'Premier', 'Protectors', 'Toppers']"
64,16075,True,[1],America's Mattress,"6501 Menaul Blvd NE, Albuquerque, Bernalillo County",87110,226,United States,US,35.1094653,-106.5718767,(505) 738-0051,,,[],[],['Premier']
65,16071,True,[1],America's Mattress,"9411 Coors Blvd NW, Albuquerque, Bernalillo County",87114,226,United States,US,35.18719,-106.6625513,(505) 886-1913,,,[],[],['Premier']
66,16111,True,[1],America's Mattress,"3636 Menaul Blvd NE, Albuquerque, Bernalillo County",87110,226,United States,US,35.1089796,-106.6023762,(505) 373-2678,,,[],[],['Premier']
67,16076,True,[1],America's Mattress,"2716 S College Ave,Suite A, Fort Collins, Larimer County",80525,226,United States,US,40.5496898,-105.0763851,,,,[],[],"['Adjustable Bases', 'Bedding', 'Furniture', 'Mattresses', 'Pillows', 'Premier', 'Protectors', 'Toppers']"
68,17464,True,[1],America's Mattress - GA,"1825 Mall of Georgia Blvd, Buford, Gwinnett County",30519,226,United States,US,34.0611417,-83.9906602,(770) 945-2014,,,[],[],"['Adjustable Bases', 'Pillows', 'Protectors']"
69,17460,True,[1],America's Mattress - GA,"800 GA-400,115, Dawsonville, Dawson County",30534,226,United States,US,34.3552533,-84.0491087,(770) 349-9634,,,[],[],"['Adjustable Bases', 'Pillows', 'Protectors']"
70,17462,True,[1],America's Mattress - Hanford,"114 North 12th Ave, Hanford, Kings County",93230,226,United States,US,36.323205,-119.674613,(559) 582-4500,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Protectors']"
71,17203,True,[1],Americas Mattress - NH,"216 Washington St, Claremont, Sullivan County",3743,226,United States,US,43.3710657,-72.3256056,,,,[],[],[]
72,16721,True,[1],America's Mattress - Of Coos Bay,"310 S Broadway, Coos Bay, Coos County",97420,226,United States,US,43.3656779,-124.2128968,(541) 267-3100,,,[],[],"['Bedding', 'Furniture', 'Pillows', 'Protectors', 'Toppers']"
73,16732,True,[1],America's Mattress Of Florence,"2455 US-101, Florence, Lane County",97439,226,United States,US,43.987507,-124.102024,(541) 991-3700,,,[],[],"['Bedding', 'Furniture', 'Pillows', 'Protectors', 'Toppers']"
74,16726,True,[1],America's Mattress Of Lincoln City,"790 SE Hwy 101, Lincoln City, Lincoln County",97367,226,United States,US,44.961127,-124.0144363,(541) 418-4256,,,[],[],"['Bedding', 'Furniture', 'Pillows', 'Protectors', 'Toppers']"
75,16717,True,[1],America's Mattress Of Newport,"340 E Olive St, Newport, Lincoln County",97365,226,United States,US,44.6360013,-124.0485575,(541) 265-4047,,,[],[],"['Bedding', 'Furniture', 'Pillows', 'Protectors', 'Toppers']"
76,16124,True,[1],America's Mattress of Red Rocks,"164 Coffee Pot Dr,D, Sedona, Yavapai County",86336,226,United States,US,34.8657224,-111.7939325,,,,[],[],"['Bedding', 'Furniture', 'Pillows', 'Protectors', 'Toppers']"
77,16724,True,[1],America's Mattress Of Warrenton,"180 SE Neptune Dr, Warrenton, Clatsop County",97146,226,United States,US,46.1625997,-123.9023629,(503) 861-6085,,,[],[],"['Bedding', 'Furniture', 'Pillows', 'Protectors', 'Toppers']"
78,17455,True,[1],America's Mattress - Paso Robles,"2255 Theatre Dr, Paso Robles, San Luis Obispo County",93446,226,United States,US,35.5844905,-120.6984988,(805) 227-4591,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Protectors']"
79,17459,True,[1],America's Mattress - Santa Maria,"125 Betteravia Rd, Santa Maria, Santa Barbara County",93454,226,United States,US,34.9213905,-120.4348831,(805) 922-5100,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Protectors']"
80,16759,True,[1],Appliances and More,"2036 Main St, Baker City, Baker County",97814,226,United States,US,44.777932,-117.829345,(541) 523-6284,,,[],[],"['Adjustable Bases', 'Bedding', 'Protectors']"
81,16051,True,[1],Armourdale Furniture - KS,"633 Kansas Ave, Kansas City, Wyandotte County",66105,226,United States,US,39.0873265,-94.6244962,(913) 342-1124,,,[],[],[]
82,15939,True,[1],Arts Appliance & Furniture,"420 US-24, Moberly, Randolph County",65270,226,United States,US,39.4393005,-92.4386062,,,,[],[],[]
83,16832,True,[1],Art's Furniture and Carpet,"126 Central Ave, Malta, Phillips County",59538,226,United States,US,48.3594006,-107.8744383,(406) 654-2251,,,[],[],"['Adjustable Bases', 'Bedding', 'Mattresses', 'Protectors']"
84,16695,True,[1],Ashley Homestore,"3000 Gateway St, Springfield, Lane County",97477,226,United States,US,44.0729862,-123.0454292,(458) 201-4549,,,[],[],['Mattresses']
85,16699,True,[1],ASHLEY HOMESTORE,"1440 NW Garden Valley Blvd, Roseburg, Douglas County",97471,226,United States,US,43.233875,-123.373694,(541) 900-1555,,,[],[],['Mattresses']
86,17137,True,[1],Ashly Home Store,"105 N Poplar St, Searcy, White County",72143,226,United States,US,35.2475533,-91.6928779,(501) 203-0820,,,[],[],"['Bedding', 'Mattresses', 'Pillows', 'Protectors']"
87,17136,True,[1],Ashly Outlet,"67 Eagle Mountain Blvd, Batesville, Independence County",72501,226,United States,US,35.7643272,-91.6110581,(870) 569-1540,,,[],[],"['Bedding', 'Pillows', 'Protectors']"
88,16053,True,[1],Atchison Furniture Warehouse,"510 Commercial St, Atchison, Atchison County",66002,226,United States,US,39.5614121,-95.1197059,(913) 367-4955,,,[],[],[]
89,17253,True,[1],Atlantic Bedding and Furniture,"3296-D Ashley Phosphate Rd, North Charleston, Charleston County",29418,226,United States,US,32.9316722,-80.071202,(843) 814-1021,,,[],[],['Premier']
90,16805,True,[1],Baker Furniture,"11 1st Ave SE, Bowman, Bowman County",58623,226,United States,US,46.1819992,-103.3933334,(701) 523-3737,,,[],[],"['Bedding', 'Pillows', 'Protectors', 'Toppers']"
91,16807,True,[1],Baker Furniture,"14 Main St, Baker, Fallon County",59313,226,United States,US,46.368365,-104.275122,(406) 778-3618,,,[],[],"['Bedding', 'Pillows', 'Protectors', 'Toppers']"
92,16788,True,[1],Banner Furniture,"4871 SE Tualatin Valley Hwy, Hillsboro, Washington County",97123,226,United States,US,45.5008703,-122.9324409,(503) 648-6028,,,[],[],['Protectors']
93,17197,True,[1],Barebones Furniture,"10 Sagamore St, Glens Falls, Warren County",12801,226,United States,US,43.3181215,-73.6400212,(518) 745-0207,,,[],[],['Protectors']
94,16016,True,[1],Bassett Furniture,"322 W University Pkwy, Orem, Utah County",84058,226,United States,US,40.274669,-111.702787,,,,[],[],"['Bedding', 'Pillows', 'Protectors']"
95,16015,True,[1],Bassett Furniture,"1250 N Eagle Rd, Meridian, Ada County",83642,226,United States,US,43.6165245,-116.3528909,,,,[],[],"['Bedding', 'Pillows', 'Protectors']"
96,16018,True,[1],Bassett Furniture,"2160 S 300 W, Salt Lake City, Salt Lake County",84115,226,United States,US,40.7236167,-111.9003889,,,,[],[],"['Bedding', 'Pillows', 'Protectors']"
97,16197,True,[1],Bassham Furniture,"3355 Reno Hwy, Fallon, Churchill County",89406,226,United States,US,39.4820899,-118.8266067,,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Protectors']"
98,17088,True,[1],Bayit Furniture,"6901 Security Blvd, Baltimore, Baltimore County",21244,226,United States,US,39.3089738,-76.7511769,(443) 393-3357,,,[],[],['Mattresses']
99,17106,True,[1],Bayou Beds - LA,"4016 Maplewood Dr, Sulphur, Calcasieu Parish",70663,226,United States,US,30.2280694,-93.3281495,(337) 287-4805,,,[],[],"['Adjustable Bases', 'Bedding', 'Furniture', 'Mattresses', 'Pillows', 'Protectors']"
100,17112,True,[1],Bayou Beds - LA,"716 E Prien Lake Rd, Lake Charles, Calcasieu Parish",70601,226,United States,US,30.1980051,-93.2113275,(337) 474-1350,,,[],[],"['Adjustable Bases', 'Bedding', 'Furniture', 'Mattresses', 'Pillows', 'Protectors']"
101,17165,True,[1],Beach Camera,"80 Carter Dr,2, Edison, Middlesex County",8817,226,United States,US,40.5305557,-74.3966674,(917) 282-8311,,,[],[],"['Bedding', 'Mattresses', 'Pillows', 'Toppers']"
102,16692,True,[1],Bear Lake Furniture Co,"1000 Washington St, Montpelier, Bear Lake County",83254,226,United States,US,42.317754,-111.310581,(208) 847-1301,,,[],[],"['Adjustable Bases', 'Bedding', 'Furniture', 'Mattresses', 'Pillows', 'Toppers']"
103,17185,True,[1],Bear's Furniture,"Greenville Plaza,Unit 17, Greenville, Mercer County",16125,226,United States,US,41.4156159,-80.3528144,(724) 638-7995,,,[],[],"['Bedding', 'Furniture', 'Protectors']"
104,17183,True,[1],Bear's Furniture & Mattress 1st,"3854 US-322, Franklin, Venango County",16323,226,United States,US,41.4165344,-79.8688812,(814) 437-7823,,,[],[],"['Bedding', 'Furniture', 'Protectors']"
105,15940,True,[1],Beautyrest Sleep Gallery,"255-A Financial Dr, Hollister, Taney County",65672,226,United States,US,36.6076148,-93.2318543,(417) 815-4171,,,[],[],[]
106,15980,True,[1],Beautyrest Sleep Gallery,"1826 E Independence St, Springfield, Greene County",65804,226,United States,US,37.1416135,-93.2624881,(417) 708-8365,,,[],[],[]
107,16714,True,[1],Beck's Furniture Store,"6443 Mc Call Street, Bonners Ferry, Boundary County",83805,226,United States,US,48.6768249,-116.3302124,(208) 267-7267,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Protectors', 'Toppers']"
108,16161,True,[1],Becks Home Furnishings,"14 W Main St, Mt Pleasant, Sanpete County",84647,226,United States,US,39.5469092,-111.4558177,,,,[],[],"['Bedding', 'Pillows', 'Protectors']"
109,17484,True,[1],Beck's Superstore,"11840 Folsom Blvd, Rancho Cordova, Sacramento County",95742,226,United States,US,38.6235275,-121.2286148,(916) 353-5000,,,[],[],['Protectors']
110,16079,True,[1],Bed DRS,"10869 N Scottsdale Rd,#107, Scottsdale, Maricopa County",85254,226,United States,US,33.5852152,-111.9241743,(623) 826-8285,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Toppers']"
111,16718,True,[1],Bedroom Gallery Inc.,"1204 Main St, Klamath Falls, Klamath County",97601,226,United States,US,42.2280257,-121.7777027,(541) 884-2773,,,[],[],"['Bedding', 'Pillows', 'Protectors']"
112,16017,True,[1],Beds for Less,"519 Fort Riley Blvd, Manhattan, Riley County",66502,226,United States,US,39.1738249,-96.5647019,(785) 537-1500,,,[],[],['Mattresses']
113,17297,True,[1],Beds for Less - GA,"808 N Patterson St, Valdosta, Lowndes County",31601,226,United States,US,30.8386959,-83.283796,(229) 293-0040,,,[],[],['Premier']
114,17049,True,[1],Beds in a box,"2520 IL-176, Crystal Lake, McHenry County",60012,226,United States,US,42.2646973,-88.2452817,(847) 507-8401,,,[],[],"['Adjustable Bases', 'Furniture', 'Mattresses']"
115,17045,True,[1],Beds in a Box,"1761 N Richmond Rd, McHenry, McHenry County",60050,226,United States,US,42.3528919,-88.267861,(847) 865-5998,,,[],[],"['Adjustable Bases', 'Furniture', 'Mattresses']"
116,16796,True,[1],Beds to Go,"1518 Prospect Ave, Helena, Lewis and Clark County",59601,226,United States,US,46.5914763,-112.0137341,(406) 457-2337,,,[],[],"['Mattresses', 'Pillows', 'Protectors']"
117,16476,True,[1],Bedzzz Direct,"1152 Marsh St,Suite E, Valparaiso, Porter County",46385,226,United States,US,41.4577535,-87.0759281,(219) 805-6522,,,[],[],"['Adjustable Bases', 'Mattresses', 'Pillows', 'Protectors']"
118,17220,True,[1],Berks Furniture and Mattress,"320 Mountain Ave, Hackettstown, Warren County",7840,226,United States,US,40.835885,-74.8240093,(908) 269-8725,,,[],[],[]
119,16098,True,[1],BEST MATTRESS - AZ,"4002 N Stone Ave, Tucson, Pima County",85705,226,United States,US,32.2795388,-110.9719384,,,,[],[],"['Bedding', 'Furniture', 'Mattresses', 'Pillows', 'Protectors']"
120,16745,True,[1],Best Price Furniture & Mattress,"3141 Bechelli Ln, Redding, Shasta County",96002,226,United States,US,40.5616492,-122.3619026,(530) 221-5110,,,[],[],[]
121,15981,True,[1],Better Night Sleep Center - MO,"712 W Karsch Blvd, Farmington, St Francois County",63640,226,United States,US,37.7910629,-90.4345354,(573) 701-0100,,,[],[],[]
122,16086,True,[1],Big John's Furniture,"800 Main St, Alamosa, Alamosa County",81101,226,United States,US,37.4678983,-105.869011,,,,[],[],"['Bedding', 'Mattresses', 'Pillows', 'Protectors']"
123,16665,True,[1],Big Sandy Superstore,"2400 Miamisburg Centerville Rd, Dayton, Montgomery County",45459,226,United States,US,39.6333747,-84.215106,(937) 319-4374,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Premier', 'Protectors']"
124,16696,True,[1],Big Sandy Superstore,"1600 Garfield Ave, Parkersburg, Wood County",26101,226,United States,US,39.2761589,-81.5550149,(304) 865-8700,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Premier', 'Protectors']"
125,16702,True,[1],Big Sandy Superstore,"2240 N Mitchell St, Cadillac, Wexford County",49601,226,United States,US,44.2809243,-85.4029744,(231) 306-1120,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Premier', 'Protectors']"
126,16708,True,[1],Big Sandy Superstore,"6715 Eastman Ave, Midland, Midland County",48642,226,United States,US,43.6593055,-84.2479629,(989) 832-9971,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Premier', 'Protectors']"
127,16727,True,[1],Big Sandy Superstore,"5476 E Indiana St, Evansville, Vanderburgh County",47715,226,United States,US,37.9784781,-87.4845704,(812) 602-5960,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Premier', 'Protectors']"
128,16683,True,[1],Big Sandy Superstore,"6605 US-60, Ashland, Boyd County",41102,226,United States,US,38.4319042,-82.6953384,(606) 928-4661,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Premier', 'Protectors']"
129,16679,True,[1],Big Sandy Superstore,"730 10th St, Portsmouth, Scioto County",45662,226,United States,US,38.7377511,-82.9972749,(740) 354-3193,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Premier', 'Protectors']"
130,16669,True,[1],Big Sandy Superstore,"31 Ohio River Plaza, Gallipolis, Gallia County",45631,226,United States,US,38.8253746,-82.1665776,(740) 242-0200,,,[],[],"['Adjustable Bases', 'Bedding', 'Pillows', 'Premier', 'Protectors']"
